superkingdom;phylum;class;order;family;genus;species;;Eau18S;Normalisation (%);Sol18S;Normalisation (%)
ASV_1081;Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella;Chlorella sorokiniana;24;;71;
ASV_1119;Eukaryota;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Vanrija;NA;0;;0;
ASV_1124;Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Grifolaceae;Grifola;Grifola frondosa;0;;36;
ASV_1137;Eukaryota;NA;Ichthyosporea;Dermocystida;NA;Sphaerothecum;Sphaerothecum destruens;0;;0;
ASV_1147;Eukaryota;Ciliophora;Spirotrichea;Urostylida;Urostylidae;Holostichides;Holostichides heterotypicus;0;;39;
ASV_1175;Eukaryota;Chytridiomycota;Monoblepharidomycetes;Monoblepharidales;Monoblepharidaceae;Monoblepharis;Monoblepharis insignis;0;;44;
ASV_1205;Eukaryota;Bacillariophyta;Fragilariophyceae;Licmophorales;Ulnariaceae;Ulnaria;Ulnaria acus;37;;0;
ASV_1206;Eukaryota;Chlorophyta;Ulvophyceae;Ulotrichales;Ulotrichaceae;Ulothrix;Ulothrix zonata;16;;21;
ASV_1208;Eukaryota;Porifera;Demospongiae;Suberitida;NA;Terpios;Terpios gelatinosus;0;;37;
ASV_1246;Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Psammodictyon;Psammodictyon constrictum;35;;0;
ASV_1247;Eukaryota;NA;Developea;NA;Developayellaceae;Develorapax;Develorapax marinus;35;;0;
ASV_1250;Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;NA;0;;0;
ASV_1251;Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;Vishniacozyma carnescens;0;;0;
ASV_1274;Eukaryota;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Raffaelea;Raffaelea ambrosiae;0;;61;
ASV_1276;Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;Navicula veneta;0;;34;
ASV_1279;Eukaryota;Chlorophyta;Trebouxiophyceae;NA;NA;NA;NA;4;;34;
ASV_1292;Eukaryota;Ciliophora;Litostomatea;Haptorida;Lacrymariidae;Phialina;Phialina salinarum;0;;0;
ASV_1297;Eukaryota;Bacillariophyta;Mediophyceae;NA;NA;NA;NA;33;;0;
ASV_1299;Eukaryota;NA;Cryptophyceae;Kathablepharidacea;Katablepharidaceae;Hatena;Hatena arenicola;33;;0;
ASV_1303;Eukaryota;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA;0;;0;
ASV_1330;Eukaryota;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Nusuttodinium;Nusuttodinium poecilochroum;32;;0;
ASV_1331;Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Rhynchogastremaceae;Papiliotrema;Papiliotrema terrestris;0;;0;
ASV_1352;Eukaryota;Chytridiomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Pecoramyces;Pecoramyces ruminantium;0;;0;
ASV_1355;Eukaryota;Ciliophora;Oligohymenophorea;Astomatida;Anoplophryidae;Njinella;Njinella prolifera;0;;0;
ASV_1360;Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Sclerodermataceae;Scleroderma;Scleroderma laeve;0;;0;
ASV_1382;Eukaryota;NA;Bigyra;Bicosoecida;Cafeteriaceae;Pseudobodo;Pseudobodo tremulans;0;;15;
ASV_1390;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;NA;30;;0;
ASV_1398;Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiales;Trebouxiaceae;Parietochloris;Parietochloris alveolaris;0;;30;
ASV_1410;Eukaryota;NA;Cryptophyceae;Cyathomonadacea;Goniomonadaceae;Goniomonas;Goniomonas avonlea;0;;0;
ASV_1413;Eukaryota;Nematoda;Chromadorea;Rhabditida;Aphelenchoididae;Aphelenchoides;Aphelenchoides heidelbergi;0;;0;
ASV_1436;Eukaryota;Nematoda;Chromadorea;Rhabditida;Aphelenchoididae;Bursaphelenchus;Bursaphelenchus sp. 104J7;0;;0;
ASV_1438;Eukaryota;Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Dacrymyces;Dacrymyces flabelliformis;0;;0;
ASV_1440;Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlorococcaceae;Chlorococcum;Chlorococcum sp. 'dorsiventrale';37;;0;
ASV_1441;Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Hippodonta;Hippodonta capitata;28;;0;
ASV_1453;Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Lophiostomataceae;Pseudopaucispora;Pseudopaucispora brunneospora;0;;28;
ASV_1465;Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Podosporaceae;Podospora;Podospora dimorpha;0;;6;
ASV_1467;Eukaryota;Nematoda;Chromadorea;Rhabditida;Strongyloididae;Parastrongyloides;Parastrongyloides trichosuri;0;;0;
ASV_1471;Eukaryota;Ciliophora;Oligohymenophorea;Astomatida;Anoplophryidae;Anoplophrya;Anoplophrya marylandensis;0;;27;
ASV_1472;Eukaryota;Ciliophora;Nassophorea;Microthoracida;Microthoracidae;Trochiliopsis;Trochiliopsis australis;0;;27;
ASV_1473;Eukaryota;Porifera;Demospongiae;Verongiida;Aplysinidae;Aplysina;Aplysina fistularis;0;;27;
ASV_1477;Eukaryota;NA;Bigyra;Bicosoecida;Cafeteriaceae;Cafeteria;NA;0;;27;
ASV_1489;Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Phaeolaceae;Phaeolus;Phaeolus schweinitzii;0;;0;
ASV_1495;Eukaryota;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Daucus;Daucus carota;0;;0;
ASV_1497;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;Pichia nakasei;0;;0;
ASV_1501;Eukaryota;Porifera;Demospongiae;Chondrillida;Chondrillidae;Chondrilla;Chondrilla nucula;0;;26;
ASV_1503;Eukaryota;Tubulinea;Elardia;Euamoebida;Hartmannellidae;Saccamoeba;Saccamoeba lacustris;0;;26;
ASV_1506;Eukaryota;NA;Cryptophyceae;NA;NA;NA;NA;0;;26;
ASV_1516;Eukaryota;Porifera;Calcarea;NA;NA;NA;NA;0;;0;
ASV_1520;Eukaryota;Basidiomycota;Moniliellomycetes;Moniliellales;Moniliellaceae;Moniliella;Moniliella oedocephalis;4;;33;
ASV_1526;Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlorococcaceae;Nautococcus;Nautococcus solutus;0;;25;
ASV_1527;Eukaryota;Ciliophora;Spirotrichea;Urostylida;Hemicycliostylidae;Hemicycliostyla;Hemicycliostyla franzi;0;;25;
ASV_1550;Eukaryota;Streptophyta;Magnoliopsida;Apiales;Apiaceae;NA;NA;0;;6;
ASV_1555;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;[Candida] freyschussii;0;;24;
ASV_1556;Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Nannochloris;Nannochloris bacillaris;7;;24;
ASV_1558;Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Spondylomoraceae;Pyrobotrys;Pyrobotrys squarrosa;0;;44;
ASV_1568;Eukaryota;Ciliophora;Litostomatea;Haptorida;Tracheliidae;Trachelius;Trachelius ovum;0;;0;
ASV_1577;Eukaryota;Streptophyta;Magnoliopsida;Caryophyllales;Chenopodiaceae;Atriplex;Atriplex portulacoides;0;;21;
ASV_1588;Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;Cryptosporidiidae;Cryptosporidium;NA;0;;23;
ASV_1615;Eukaryota;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;Microallomyces;Microallomyces dendroideus;0;;0;
ASV_1617;Eukaryota;NA;Bigyra;Opalinata;Blastocystidae;Blastocystis;Blastocystis ratti;22;;0;
ASV_1619;Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;NA;0;;0;
ASV_1660;Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Clitopilus;Clitopilus brunnescens;0;;0;
ASV_1662;Eukaryota;NA;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;NA;0;;0;
ASV_1669;Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Lindleya;Lindleya mespiloides;0;;0;
ASV_1671;Eukaryota;Chytridiomycota;Chytridiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydium;Rhizophydium sphaerotheca;21;;0;
ASV_1672;Eukaryota;Bacillariophyta;Coscinodiscophyceae;Stephanodiscales;Stephanodiscaceae;Discostella;Discostella woltereckii;39;;0;
ASV_1676;Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvocaceae;Hamakko;Hamakko caudatus;0;;21;
ASV_1678;Eukaryota;Ciliophora;Colpodea;Colpodida;Colpodidae;NA;NA;0;;31;
ASV_1708;Eukaryota;NA;Bigyra;NA;Pseudophyllomitidae;Pseudophyllomitus;Pseudophyllomitus vesiculosus;18;;4;
ASV_1711;Eukaryota;Platyhelminthes;Rhabditophora;Tricladida;NA;NA;NA;0;;3;
ASV_1732;Eukaryota;Ciliophora;Spirotrichea;Sporadotrichida;Oxytrichidae;Oxytricha;Oxytricha paragranulifera;0;;33;
ASV_1758;Eukaryota;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;Fimicolochytrium;Fimicolochytrium alabamae;0;;0;
ASV_1759;Eukaryota;Arthropoda;Arachnida;Mesostigmata;Ologamasidae;Gamasiphis;Gamasiphis pulchellus;0;;0;
ASV_1762;Eukaryota;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Apiotrichum;Apiotrichum laibachii;0;;0;
ASV_1769;Eukaryota;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Torilis;Torilis japonica;0;;0;
ASV_1773;Eukaryota;NA;Synurophyceae;Synurales;Mallomonadaceae;Mallomonas;NA;27;;0;
ASV_1784;Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Tricladiaceae;Tricladium;Tricladium angulatum;0;;19;
ASV_1785;Eukaryota;Chlorophyta;Chlorophyceae;NA;NA;NA;NA;0;;19;
ASV_1786;Eukaryota;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica;Brassica oleracea;0;;19;
ASV_1790;Eukaryota;Nematoda;Chromadorea;Monhysterida;NA;NA;NA;0;;30;
ASV_1812;Eukaryota;Evosea;Variosea;Cavosteliida;NA;Schizoplasmodiopsis;Schizoplasmodiopsis pseudoendospora;0;;0;
ASV_1819;Eukaryota;Ciliophora;Oligohymenophorea;Philasterida;NA;NA;NA;0;;0;
ASV_1825;Eukaryota;Ciliophora;Oligohymenophorea;Sessilida;Opisthonectidae;Telotrochidium;Telotrochidium matiense;0;;0;
ASV_1826;Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Vitreochlamys;Vitreochlamys incisa;0;;48;
ASV_1829;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;NA;Babjeviella;Babjeviella inositovora;18;;0;
ASV_1838;Eukaryota;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;NA;NA;0;;18;
ASV_1862;Eukaryota;NA;NA;Rotosphaerida;Nucleariidae;Nuclearia;Nuclearia thermophila;0;;0;
ASV_1869;Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Rosa;NA;0;;0;
ASV_1870;Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;NA;17;;0;
ASV_1872;Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Pleurosigmataceae;Gyrosigma;Gyrosigma limosum;17;;0;
ASV_1878;Eukaryota;Ciliophora;Spirotrichea;Urostylida;Urostylidae;Holostichides;Holostichides terrae;0;;17;
ASV_1879;Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Carteria;Carteria crucifera;0;;17;
ASV_1880;Eukaryota;Basidiomycota;Agaricomycetes;Hymenochaetales;NA;Skvortzovia;Skvortzovia furfurella;0;;17;
ASV_1885;Eukaryota;Oomycota;NA;Pythiales;Pythiaceae;Pythium;NA;0;;17;
ASV_1886;Eukaryota;Chlorophyta;Trebouxiophyceae;Watanabeales;NA;Chloroidium;Chloroidium saccharophilum;3;;17;
ASV_1918;Eukaryota;Annelida;Clitellata;Rhynchobdellida;Glossiphoniidae;Helobdella;Helobdella stagnalis;0;;0;
ASV_1929;Eukaryota;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis;Tetraselmis tetrathele;16;;0;
ASV_1931;Eukaryota;Discosea;Flabellinia;NA;Vannellidae;Platyamoeba;Platyamoeba oblongata;16;;0;
ASV_1937;Eukaryota;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;NA;NA;0;;16;
ASV_1979;Eukaryota;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Inonotus;Inonotus hispidus;0;;0;
ASV_1984;Eukaryota;Arthropoda;Collembola;Entomobryomorpha;Tomoceridae;Tomocerus;Tomocerus minor;0;;0;
ASV_1991;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;Pichia terricola;0;;0;
ASV_1992;Eukaryota;Ciliophora;Prostomatea;Prorodontida;Colepidae;Nolandia;Nolandia nolandi;15;;0;
ASV_2002;Eukaryota;Chlorophyta;Chlorophyceae;NA;NA;Eubrownia;Eubrownia dissociata;0;;15;
ASV_2003;Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Serpulaceae;Serpula;Serpula incrassata;0;;15;
ASV_2007;Eukaryota;Nematoda;Chromadorea;Rhabditida;Tylenchidae;Filenchus;NA;0;;15;
ASV_2050;Eukaryota;Arthropoda;Arachnida;Sarcoptiformes;Acaridae;Naiadacarus;Naiadacarus arboricola;0;;0;
ASV_2051;Eukaryota;Streptophyta;Bryopsida;NA;NA;NA;NA;0;;0;
ASV_2054;Eukaryota;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;NA;NA;14;;0;
ASV_2056;Eukaryota;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;Trifolium pratense;14;;0;
ASV_2058;Eukaryota;Oomycota;NA;NA;NA;NA;NA;14;;0;
ASV_2062;Eukaryota;Chlorophyta;Ulvophyceae;Chlorocystidales;Chlorocystidaceae;Desmochloris;Desmochloris halophila;0;;14;
ASV_2064;Eukaryota;Tubulinea;Elardia;Leptomyxida;Flabellulidae;Flabellula;Flabellula citata;0;;14;
ASV_2068;Eukaryota;NA;Dinophyceae;NA;NA;NA;Dinophyceae sp. Shepherd's Crook;0;;14;
ASV_2127;Eukaryota;NA;NA;Ancyromonadida;NA;Nutomonas;Nutomonas longa;0;;12;
ASV_2129;Eukaryota;NA;Chrysophyceae;Chromulinales;Dinobryaceae;Dinobryon;Dinobryon pediforme;0;;0;
ASV_2130;Eukaryota;NA;Xanthophyceae;Mischococcales;Centritractaceae;Bumilleriopsis;Bumilleriopsis filiformis;0;;0;
ASV_2131;Eukaryota;Chlorophyta;Chlorophyceae;Chlorosarcinales;Chlorosarcinaceae;Chlorosarcina;Chlorosarcina stigmatica;0;;10;
ASV_2149;Eukaryota;Annelida;Clitellata;Tubificida;Naididae;Dero;Dero digitata;13;;0;
ASV_2150;Eukaryota;NA;Bigyra;Opalinata;Blastocystidae;Blastocystis;Blastocystis hominis;24;;0;
ASV_2155;Eukaryota;Chlorophyta;Trebouxiophyceae;NA;NA;Picochlorum;Picochlorum atomus;13;;0;
ASV_2156;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;NA;NA;13;;0;
ASV_2157;Eukaryota;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;NA;NA;0;;0;
ASV_2160;Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;Penttilamyces;Penttilamyces lichenicola;0;;13;
ASV_2161;Eukaryota;Porifera;Demospongiae;Suberitida;Halichondriidae;Spongosorites;Spongosorites genitrix;0;;13;
ASV_2162;Eukaryota;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Phellinus;Phellinus igniarius;0;;13;
ASV_2164;Eukaryota;Chlorophyta;Chlorophyceae;Chlorosarcinales;Chlorosarcinaceae;Chlorosarcinopsis;Chlorosarcinopsis bastropiensis;10;;13;
ASV_2223;Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Oophila;Oophila amblystomatis;0;;5;
ASV_2226;Eukaryota;Ciliophora;Phyllopharyngea;Dysteriida;Plesiotrichopidae;Pithites;Pithites vorax;0;;0;
ASV_2238;Eukaryota;Annelida;Polychaeta;NA;Maldanidae;Axiothella;Axiothella rubrocincta;0;;0;
ASV_2248;Eukaryota;Streptophyta;Magnoliopsida;Sapindales;NA;NA;NA;0;;17;
ASV_2251;Eukaryota;Chlorophyta;Trebouxiophyceae;NA;NA;Elliptochloris;Elliptochloris marina;0;;12;
ASV_2265;Eukaryota;Rhodophyta;Florideophyceae;Gigartinales;NA;NA;NA;0;;20;
ASV_2314;Eukaryota;Cercozoa;NA;Glissomonadida;Allapsidae;Allapsa;Allapsa vibrans;0;;0;
ASV_2318;Eukaryota;Cnidaria;Anthozoa;Antipatharia;Antipathidae;Myriopathes;Myriopathes lata;0;;0;
ASV_2322;Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlorococcaceae;Fasciculochloris;Fasciculochloris boldii;0;;8;
ASV_2337;Eukaryota;Streptophyta;Magnoliopsida;Poales;Poaceae;NA;NA;0;;2;
ASV_2339;Eukaryota;Cercozoa;Thecofilosea;Cryomonadida;Rhogostomidae;Rhogostoma;Rhogostoma minus;11;;3;
ASV_2340;Eukaryota;Ciliophora;Phyllopharyngea;Chlamydodontida;Lynchellidae;Chlamydonellopsis;Chlamydonellopsis calkinsi;11;;0;
ASV_2341;Eukaryota;Discosea;Flabellinia;Dactylopodida;Vexilliferidae;Vexillifera;Vexillifera multispinosa;11;;0;
ASV_2348;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;NA;NA;0;;11;
ASV_2358;Eukaryota;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Entomortierella;Entomortierella lignicola;0;;11;
ASV_2364;Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Edaphochlorella;Edaphochlorella mirabilis;0;;11;
ASV_2409;Eukaryota;Ciliophora;Litostomatea;Haptorida;Dimacrocaryonidae;Rurikoplites;Rurikoplites alpinus;0;;0;
ASV_2411;Eukaryota;Cercozoa;NA;Glissomonadida;Viridiraptoridae;Bodomorpha;Bodomorpha minima;0;;0;
ASV_2413;Eukaryota;NA;Bigyra;Bicosoecida;NA;Caecitellus;Caecitellus parvulus;5;;10;
ASV_2414;Eukaryota;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Microsporomycetaceae;Microsporomyces;Microsporomyces sp.;0;;0;
ASV_2418;Eukaryota;Evosea;Variosea;Protosteliida;Protosteliaceae;Protosteliopsis;Protosteliopsis fimicola;0;;0;
ASV_2424;Eukaryota;Basidiomycota;Tremellomycetes;Filobasidiales;Piskurozymaceae;Solicoccozyma;Solicoccozyma fuscescens;0;;0;
ASV_2425;Eukaryota;Oomycota;NA;Leptomitales;NA;Periplasma;Periplasma isogametum;7;;0;
ASV_2431;Eukaryota;Arthropoda;Arachnida;Sarcoptiformes;Histiostomatidae;Aphodanoetus;Aphodanoetus teinophallus;0;;0;
ASV_2439;Eukaryota;NA;Cryptophyceae;Cyathomonadacea;Goniomonadaceae;Goniomonas;Goniomonas amphinema;10;;0;
ASV_2440;Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Mychonastaceae;Mychonastes;Mychonastes homosphaera;10;;0;
ASV_2443;Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Monoraphidium;NA;10;;0;
ASV_2446;Eukaryota;Bacillariophyta;Coscinodiscophyceae;NA;Aulacoseiraceae;Aulacoseira;Aulacoseira granulata;10;;0;
ASV_2449;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Diddensiella;Diddensiella santjacobensis;10;;0;
ASV_2455;Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;NA;NA;NA;0;;10;
ASV_2459;Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Mayamaea;Mayamaea atomus;3;;10;
ASV_2465;Eukaryota;Ciliophora;Spirotrichea;Sporadotrichida;Oxytrichidae;Stylonychia;Stylonychia mytilus;0;;10;
ASV_2469;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces;Wickerhamomyces strasburgensis;0;;10;
ASV_2516;Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Prototheca;NA;0;;0;
ASV_2535;Eukaryota;Ciliophora;Oligohymenophorea;Sessilida;Vorticellidae;Vorticella;Vorticella convallaria;0;;0;
ASV_2536;Eukaryota;NA;Centroplasthelida;Pterocystida;NA;NA;NA;0;;0;
ASV_2544;Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;NA;NA;0;;0;
ASV_2547;Eukaryota;Cercozoa;Thecofilosea;Phaeogromida;Challengeriidae;Protocystis;Protocystis vicina;9;;0;
ASV_2552;Eukaryota;Bacillariophyta;Coscinodiscophyceae;Melosirales;Melosiraceae;Melosira;Melosira dubia;9;;0;
ASV_2555;Eukaryota;Chordata;Actinopteri;Cypriniformes;Tincidae;Tinca;Tinca tinca;9;;0;
ASV_2559;Eukaryota;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Agaricostilbaceae;Sterigmatomyces;Sterigmatomyces halophilus;0;;0;
ASV_2570;Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;NA;0;;9;
ASV_2575;Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Agoseris;Agoseris glauca;0;;9;
ASV_2580;Eukaryota;Chlorophyta;Chlorophyceae;Chlorosarcinales;Chlorosarcinaceae;Chlorosarcinopsis;Chlorosarcinopsis minor;0;;11;
ASV_2585;Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Sordaria;Sordaria clematidis;0;;18;
ASV_2586;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Blastobotrys;Blastobotrys adeninivorans;0;;9;
ASV_2591;Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Irpicaceae;NA;NA;0;;9;
ASV_2642;Eukaryota;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Gryganskiella;Gryganskiella cystojenkinii;0;;0;
ASV_2649;Eukaryota;NA;Eustigmatophyceae;Eustigmatales;Chlorobotryaceae;Vischeria;Vischeria vischeri;0;;4;
ASV_2675;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces;Kluyveromyces marxianus;8;;0;
ASV_2676;Eukaryota;Zoopagomycota;Harpellomycetes;Harpellales;Harpellaceae;Furculomyces;Furculomyces boomerangus;8;;0;
ASV_2678;Eukaryota;Zoopagomycota;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Basidiobolus;NA;8;;4;
ASV_2682;Eukaryota;Streptophyta;Magnoliopsida;Zingiberales;Musaceae;Ensete;Ensete ventricosum;0;;0;
ASV_2683;Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Sporobolomyces;Sporobolomyces salmonicolor;0;;0;
ASV_2685;Eukaryota;Ciliophora;Litostomatea;Haptorida;Acropisthiidae;Fuscheria;Fuscheria uluruensis;0;;8;
ASV_2686;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Trichomonascus;Trichomonascus ciferrii;0;;8;
ASV_2693;Eukaryota;NA;Bigyra;Thraustochytrida;Thraustochytriaceae;Aplanochytrium;Aplanochytrium blankum;0;;8;
ASV_2696;Eukaryota;Preaxostyla;NA;NA;Paratrimastigidae;Paratrimastix;Paratrimastix pyriformis;0;;11;
ASV_2757;Eukaryota;Cercozoa;NA;Glissomonadida;NA;Proleptomonas;Proleptomonas faecicola;0;;3;
ASV_2777;Eukaryota;Arthropoda;Arachnida;Mesostigmata;NA;NA;NA;0;;0;
ASV_2782;Eukaryota;Ciliophora;Prostomatea;Prorodontida;Colepidae;Nolandia;Nolandia orientalis;7;;0;
ASV_2784;Eukaryota;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Apiotrichum;Apiotrichum porosum;7;;0;
ASV_2786;Eukaryota;NA;Eustigmatophyceae;Eustigmatales;Monodopsidaceae;Nannochloropsis;Nannochloropsis granulata;7;;0;
ASV_2789;Eukaryota;Streptophyta;Magnoliopsida;Fagales;Betulaceae;Alnus;Alnus glutinosa;7;;0;
ASV_2790;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera;Cyberlindnera misumaiensis;0;;0;
ASV_2792;Eukaryota;Ciliophora;Litostomatea;Pleurostomatida;Litonotidae;Loxophyllum;NA;0;;7;
ASV_2793;Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas mexicana;0;;7;
ASV_2796;Eukaryota;Ciliophora;Oligohymenophorea;Philasterida;Cohnilembidae;Cohnilembus;Cohnilembus verminus;0;;7;
ASV_2797;Eukaryota;Evosea;Variosea;NA;NA;Angulamoeba;Angulamoeba fungorum;0;;18;
ASV_2811;Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas moewusii;0;;7;
ASV_2812;Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix myrsinifolia;0;;7;
ASV_2813;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Schwanniomyces;Schwanniomyces polymorphus;0;;7;
ASV_2874;Eukaryota;Cnidaria;Hydrozoa;Limnomedusae;Olindiidae;NA;NA;0;;0;
ASV_2876;Eukaryota;Mollusca;Bivalvia;Gastrochaenida;Gastrochaenidae;Gastrochaena;Gastrochaena cuneiformis;0;;0;
ASV_2887;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Sugiyamaella;Sugiyamaella valdiviana;0;;0;
ASV_2890;Eukaryota;Oomycota;NA;Pythiales;Pythiaceae;Pythium;Pythium volutum;0;;0;
ASV_2894;Eukaryota;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella microzygospora;0;;0;
ASV_2897;Eukaryota;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium;Cystobasidium sp.;0;;0;
ASV_2899;Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;NA;NA;NA;0;;0;
ASV_2905;Eukaryota;Streptophyta;Magnoliopsida;Fagales;Betulaceae;NA;NA;0;;0;
ASV_2906;Eukaryota;Streptophyta;Magnoliopsida;Geraniales;Geraniaceae;Pelargonium;Pelargonium sidoides;0;;0;
