"superkingdom";"phylum";"class";"order";"family";"genus";"species";"CMM.ITS_S86_L001_R1";"Compost.MB.ITS_S85_L001_R1";"Compost.R.ITS_S84_L001_R1";"Eau.GT.ITS_S81_L001_R1";"JusPatate.XT.ITS_S83_L001_R1";"Sol.GT.ITS_S82_L001_R1"
"ASV_1178";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Purpureocillium";"Purpureocillium lavendulum";9;45;0;0;0;2
"ASV_1884";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Parapyrenochaetaceae";"Parapyrenochaeta";"Parapyrenochaeta acaciae";9;0;0;0;0;6
"ASV_1937";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Preussia";"Preussia persica";9;5;0;0;0;3
"ASV_1955";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Rutstroemiaceae";NA;NA;9;0;0;14;0;0
"ASV_1992";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Melanommataceae";"Pleotrichocladium";"Pleotrichocladium opacum";9;4;0;0;0;0
"ASV_2226";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Mycophilomyces";"Mycophilomyces periconiae";9;0;0;0;0;0
"ASV_2227";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Corticiales";"Corticiaceae";"Lyomyces";"Lyomyces macrosporus";9;0;0;0;0;0
"ASV_2229";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Sporocadaceae";"Neopestalotiopsis";"Neopestalotiopsis rosae";9;0;0;0;0;0
"ASV_2235";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Linnemannia";"Linnemannia fatshederae";9;8;0;0;0;0
"ASV_2240";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xenospadicoidales";"Xenospadicoidaceae";"Lentomitella";"Lentomitella tenuirostris";9;0;0;0;0;0
"ASV_2241";"Eukaryota";"Streptophyta";"Magnoliopsida";"Poales";"Poaceae";"Triticum";"Triticum aestivum";9;0;0;0;0;0
"ASV_2245";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Arthrodermataceae";"Arthroderma";"Arthroderma uncinatum";9;0;0;0;0;0
"ASV_2247";"Eukaryota";"Ascomycota";"Leotiomycetes";NA;"Myxotrichaceae";"Myxotrichum";"Myxotrichum arcticum";9;0;0;0;4;7
"ASV_2480";"Eukaryota";"Ascomycota";"Sordariomycetes";NA;"Phomatosporaceae";"Phomatospora";"Phomatospora biseriata";9;0;0;0;0;4
"ASV_2729";"Eukaryota";"Ascomycota";"Sordariomycetes";NA;NA;"Triadelphia";"Triadelphia heterospora";9;0;0;0;0;0
"ASV_344";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";NA;"Nadsonia";"Nadsonia starkeyi-henricii";8;263;0;0;0;59
"ASV_439";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium salmoniflumine";8;0;0;0;217;0
"ASV_856";"Eukaryota";"Ascomycota";"Leotiomycetes";NA;"Myxotrichaceae";"Oidiodendron";NA;8;4;0;0;0;115
"ASV_1217";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Pochonia";"Pochonia chlamydosporia";8;7;0;24;0;3
"ASV_1448";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Pezizaceae";NA;NA;8;12;0;0;0;21
"ASV_1845";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Entomortierella";"Entomortierella echinosphaera";8;3;0;0;0;5
"ASV_1929";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Filobasidiaceae";"Goffeauzyma";"Goffeauzyma gastrica";8;2;0;0;0;4
"ASV_2059";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Stellatospora";"Stellatospora terricola";8;12;0;0;0;0
"ASV_2312";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Sclerotiniaceae";"Botrytis";"Botrytis deweyae";8;0;0;0;0;0
"ASV_2313";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Preussia";NA;8;0;0;0;0;0
"ASV_2317";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";NA;NA;NA;NA;8;10;0;0;0;0
"ASV_2319";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricaceae";"Leucoagaricus";"Leucoagaricus variicolor";8;0;0;0;0;0
"ASV_2321";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinopsis";"Coprinopsis neophlyctidospora";8;0;0;0;0;0
"ASV_2323";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Chaetothiersia";NA;8;0;0;0;0;0
"ASV_2325";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Dictyosporiaceae";"Pseudocoleophoma";"Pseudocoleophoma rusci";8;0;0;0;0;0
"ASV_2328";"Eukaryota";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Arthrobotrys";"Arthrobotrys conoides";8;0;0;0;0;0
"ASV_2333";"Eukaryota";"Ascomycota";"Leotiomycetes";NA;"Myxotrichaceae";"Myxotrichum";"Myxotrichum deflexum";8;0;0;0;0;0
"ASV_2334";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Talaromyces";"Talaromyces amyrossmaniae";8;0;0;0;0;0
"ASV_2335";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Bionectriaceae";"Clonostachys";"Clonostachys divergens";8;0;0;0;0;0
"ASV_2338";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Linnemannia";"Linnemannia aff. sclerotiella";8;0;0;0;0;0
"ASV_377";"Eukaryota";"Basidiomycota";"Microbotryomycetes";"Leucosporidiales";"Leucosporidiaceae";"Leucosporidium";"Leucosporidium creatinivorum";7;307;0;31;152;0
"ASV_686";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Bulleribasidiaceae";"Vishniacozyma";"Vishniacozyma heimaeyensis";7;58;0;53;61;37
"ASV_872";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymosphaeriaceae";"Paraconiothyrium";"Paraconiothyrium archidendri";7;67;0;0;0;0
"ASV_1539";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Gromochytriales";"Gromochytriaceae";"Gromochytrium";"Gromochytrium mamkaevae";7;21;0;0;0;26
"ASV_1552";"Eukaryota";"Mucoromycota";"Umbelopsidomycetes";"Umbelopsidales";"Umbelopsidaceae";"Umbelopsis";"Umbelopsis angularis";7;34;0;0;0;0
"ASV_1666";"Eukaryota";"Ascomycota";"Dothideomycetes";"Hysteriales";"Hysteriaceae";"Hysterobrevium";"Hysterobrevium constrictum";7;0;0;14;0;0
"ASV_1849";"Eukaryota";"Ascomycota";NA;NA;NA;"Sporidesmiella";"Sporidesmiella obovoidia";7;16;0;0;0;0
"ASV_2391";"Eukaryota";"Streptophyta";"Magnoliopsida";"Fagales";"Betulaceae";"Carpinus";"Carpinus betulus";7;0;0;0;0;0
"ASV_2396";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Xylariaceae";"Nemania";"Nemania yunnanensis";7;0;0;0;0;0
"ASV_2399";"Eukaryota";"Ascomycota";"Dothideomycetes";"Capnodiales";NA;"Xenodevriesia";"Xenodevriesia strelitziicola";7;0;0;0;0;0
"ASV_2400";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Canariomyces";"Canariomyces microsporus";7;0;0;0;0;0
"ASV_2406";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Stachybotryaceae";"Striaticonidium";"Striaticonidium cinctum";7;0;0;0;0;0
"ASV_2409";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Leiothecium";"Leiothecium ellipsoideum";7;0;0;0;0;0
"ASV_2411";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinellus";"Coprinellus magnoliae";7;0;0;0;0;5
"ASV_2413";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Mollisiaceae";"Neopyrenopeziza";"Neopyrenopeziza nigripigmentata";7;0;0;0;0;0
"ASV_2414";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Helvellaceae";"Helvella";"Helvella floriforma";7;0;0;0;0;0
"ASV_321";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Trichomonascaceae";"Trichomonascus";"Trichomonascus vanleenenianus";6;75;0;0;0;249
"ASV_1330";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Torulaceae";"Torula";"Torula fici";6;35;0;0;0;29
"ASV_1375";"Eukaryota";"Ascomycota";"Sordariomycetes";"Coniochaetales";"Coniochaetaceae";"Coniochaeta";NA;6;0;0;46;0;11
"ASV_1441";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Bisporella";"Bisporella shangrilana";6;0;0;0;0;30
"ASV_1499";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Discinellaceae";"Gyoerffyella";"Gyoerffyella tricapillata";6;32;0;0;0;3
"ASV_2478";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Dipodascaceae";"Yarrowia";"Yarrowia lipolytica";6;0;0;0;0;0
"ASV_2482";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Neocrinulaceae";"Neocrinula";"Neocrinula lambertiae";6;0;0;0;0;0
"ASV_2483";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Cyphellophoraceae";"Cyphellophora";"Cyphellophora gamsii";6;0;0;0;0;0
"ASV_2484";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Malbrancheaceae";"Malbranchea";"Malbranchea flocciformis";6;0;0;0;0;0
"ASV_2485";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pleosporaceae";"Pyrenophora";"Pyrenophora sieglingiae";6;0;0;0;0;0
"ASV_2486";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Trichomonascaceae";"Sugiyamaella";"Sugiyamaella pinicola";6;0;0;0;0;0
"ASV_2488";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Leptodontidiaceae";"Leptodontidium";"Leptodontidium boreale";6;0;0;0;0;0
"ASV_2489";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Chaetoscypha";"Chaetoscypha mahinapua";6;0;0;0;0;0
"ASV_2490";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Pichiaceae";"Ogataea";"[Candida] rishiriensis";6;0;0;0;0;0
"ASV_2493";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Ophiocordyceps";NA;6;0;0;0;0;0
"ASV_2494";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Trichomonascaceae";"Trichomonascus";NA;6;0;0;0;0;0
"ASV_2503";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hymenogastraceae";"Alnicola";"Alnicola spectabilis";6;0;0;0;0;0
"ASV_2507";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"Microascus";"Microascus longirostris";6;0;0;0;0;0
"ASV_2513";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Hirsutella";"Hirsutella vermicola";6;0;0;0;0;2
"ASV_2514";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Cyphellophoraceae";"Cyphellophora";"Cyphellophora olivacea";6;0;0;0;0;0
"ASV_2517";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Metarhizium";"Metarhizium gaoligongense";6;0;0;0;0;0
"ASV_2519";"Eukaryota";"Ascomycota";"Dothideomycetes";"Botryosphaeriales";"Botryosphaeriaceae";"Diplodia";"Diplodia seriata";6;0;0;0;0;0
"ASV_2520";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";NA;"Emericellopsis";"Emericellopsis robusta";6;0;0;0;0;0
"ASV_2521";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala opportunistica";6;0;0;0;0;0
"ASV_2524";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Gymnoascaceae";"Gymnoascus";"Gymnoascus exasperatus";6;0;0;0;0;0
"ASV_2525";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Humicola";"Humicola distorta";6;0;0;0;0;0
"ASV_2527";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"Kernia";NA;6;0;0;0;0;0
"ASV_2529";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Stachybotryaceae";"Paramyrothecium";"Paramyrothecium viridisporum";6;0;0;0;0;0
"ASV_2747";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Thyronectria";"Thyronectria roseovirens";6;0;0;0;0;0
"ASV_242";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Mucoraceae";"Mucor";NA;5;38;0;0;473;0
"ASV_1266";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";NA;NA;NA;5;24;0;0;0;38
"ASV_1281";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Bionectriaceae";"Waltergamsia";NA;5;0;0;33;0;0
"ASV_1282";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Cucurbitariaceae";"Neocucurbitaria";NA;5;1;0;0;0;32
"ASV_1398";"Eukaryota";"Ascomycota";"Leotiomycetes";"Leotiales";"Leotiaceae";"Gorgomyces";"Gorgomyces honrubiae";5;51;0;11;0;0
"ASV_1459";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Cuniculitremaceae";"Kockovaella";"Kockovaella sp.";5;0;0;29;0;0
"ASV_1723";"Eukaryota";"Basidiomycota";"Cystobasidiomycetes";"Cystobasidiales";"Microsporomycetaceae";"Microsporomyces";"Microsporomyces bloemfonteinensis";5;0;0;0;0;14
"ASV_1733";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Mollisiaceae";"Phialocephala";"Phialocephala virens";5;19;0;0;0;0
"ASV_2354";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Metschnikowiaceae";"Metschnikowia";"Metschnikowia hawaiiana";5;0;0;8;0;0
"ASV_2598";"Eukaryota";"Basidiomycota";"Agaricomycetes";NA;"Xenasmataceae";"Xenasmatella";NA;5;0;0;0;0;0
"ASV_2602";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Schizoporaceae";"Hyphodontia";"Hyphodontia zhixiangii";5;0;0;0;0;0
"ASV_2603";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Cortinariaceae";"Cortinarius";"Cortinarius coracis";5;0;0;0;0;0
"ASV_2607";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricaceae";"Agaricus";"Agaricus sp.";5;0;0;0;0;0
"ASV_2608";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";NA;"Cryptocoryneum";"Cryptocoryneum brevicondensatum";5;0;0;0;0;0
"ASV_2609";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Melanommataceae";"Byssosphaeria";"Byssosphaeria macarangae";5;0;0;0;0;0
"ASV_2610";"Eukaryota";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Hyalorbilia";"Hyalorbilia fusarioides";5;0;0;0;0;0
"ASV_2611";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Philasterida";"Philasteridae";"Dexiotrichides";"Dexiotrichides pangi";5;0;0;0;0;0
"ASV_2612";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Chlorociboriaceae";"Chlorociboria";"Chlorociboria metrosideri";5;0;0;0;0;0
"ASV_2618";"Eukaryota";"Olpidiomycota";"Olpidiomycetes";"Olpidiales";"Olpidiaceae";"Olpidium";"Olpidium brassicae";5;0;0;0;0;0
"ASV_2620";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Malbrancheaceae";"Malbranchea";"Malbranchea californiensis";5;0;0;0;0;0
"ASV_2621";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Coryneliales";"Coryneliaceae";"Hypsotheca";"Hypsotheca eucalyptorum";5;0;0;0;0;0
"ASV_2628";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Preussia";"Preussia isomera";5;0;0;0;0;0
"ASV_2630";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Lycoperdaceae";"Bovista";"Bovista halophila";5;4;0;0;0;0
"ASV_2632";"Eukaryota";"Ciliophora";"Spirotrichea";"Plagiotomida";NA;"Plagiotoma";"Plagiotoma lumbrici";5;0;0;0;0;0
"ASV_2633";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricaceae";"Agaricus";"Agaricus berryessae";5;0;0;0;0;0
"ASV_2640";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreaceae";NA;NA;5;0;0;0;0;0
"ASV_2866";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Rhizophydiales";"Protrudomycetaceae";"Protrudomyces";"Protrudomyces lateralis";5;0;0;0;0;0
"ASV_152";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium amphipolaria";4;148;0;0;0;668
"ASV_533";"Eukaryota";"Basidiomycota";"Microbotryomycetes";"Sporidiobolales";"Sporidiobolaceae";"Rhodotorula";"Rhodotorula glutinis";4;3;0;0;158;0
"ASV_546";"Eukaryota";"Ascomycota";"Leotiomycetes";NA;"Myxotrichaceae";"Oidiodendron";"Oidiodendron periconioides";4;65;0;0;0;91
"ASV_818";"Eukaryota";"Streptophyta";NA;NA;NA;NA;NA;4;12;0;94;0;0
"ASV_991";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Linnemannia";"Linnemannia exigua";4;0;0;0;0;112
"ASV_1069";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Dictyosporiaceae";"Pseudoconiothyrium";"Pseudoconiothyrium broussonetiae";4;4;0;91;0;2
"ASV_1089";"Eukaryota";"Ascomycota";"Sordariomycetes";NA;NA;"Acrodictys";"Acrodictys fluminicola";4;0;0;0;0;47
"ASV_1264";"Eukaryota";"Ascomycota";"Sordariomycetes";NA;"Thyridiaceae";"Thyridium";"Thyridium curvatum";4;6;0;29;0;0
"ASV_1495";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Periconiaceae";"Periconia";NA;4;4;0;0;0;19
"ASV_1803";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mycosphaerellales";"Teratosphaeriaceae";NA;NA;4;2;0;0;0;11
"ASV_1816";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Filobasidiaceae";"Naganishia";NA;4;17;0;0;0;13
"ASV_1933";"Eukaryota";"Ascomycota";"Sordariomycetes";NA;NA;"Distoseptispora";NA;4;0;0;10;0;0
"ASV_1970";"Eukaryota";"Basidiomycota";"Microbotryomycetes";"Leucosporidiales";"Leucosporidiaceae";"Leucosporidium";"Leucosporidium intermedium";4;0;0;0;14;0
"ASV_2138";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Ophiosphaerella";"Ophiosphaerella aquatica";4;0;0;9;0;2
"ASV_2468";"Eukaryota";"Ascomycota";"Sordariomycetes";NA;NA;"Pseudodiplococcium";"Pseudodiplococcium ibericum";4;0;0;0;0;7
"ASV_2580";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Westerdykella";"Westerdykella dispersa";4;0;0;0;0;6
"ASV_2719";"Eukaryota";"Ascomycota";"Sordariomycetes";"Ophiostomatales";"Ophiostomataceae";"Cornuvesica";"Cornuvesica acuminata";4;4;0;0;0;0
"ASV_2720";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Sarcoscyphaceae";"Sarcoscypha";"Sarcoscypha tatakensis";4;0;0;0;0;0
"ASV_2721";"Eukaryota";"Ascomycota";"Sordariomycetes";"Vermiculariopsiellales";"Vermiculariopsiellaceae";"Vermiculariopsiella";"Vermiculariopsiella pini";4;0;0;0;0;0
"ASV_2723";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Anteagloniaceae";"Anteaglonium";"Anteaglonium gordoniae";4;0;0;0;0;0
"ASV_2725";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Cyphellophoraceae";"Cyphellophora";NA;4;0;0;0;0;0
"ASV_2730";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Ostropales";"Odontotremataceae";"Parakarstenia";"Parakarstenia phyllostachydis";4;0;0;0;0;0
"ASV_2733";"Eukaryota";"Nematoda";"Chromadorea";"Rhabditida";"Anguinidae";"Ditylenchus";"Ditylenchus destructor";4;0;0;0;0;0
"ASV_2734";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Amanitaceae";"Amanita";NA;4;0;0;0;0;0
"ASV_2736";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Phaffomycetaceae";"Starmera";"Starmera stellimalicola";4;0;0;0;0;0
"ASV_2742";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Epichloe";"Epichloe hybrida";4;0;0;0;0;0
"ASV_2743";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Melanommataceae";"Camposporium";"Camposporium septatum";4;0;0;0;0;0
"ASV_2746";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Dermateaceae";"Davidhawksworthia";"Davidhawksworthia ilicicola";4;0;0;0;0;0
"ASV_2750";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Gloeophyllales";"Gloeophyllaceae";"Veluticeps";"Veluticeps fasciculata";4;0;0;0;0;0
"ASV_2755";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Bulleribasidiaceae";"Vishniacozyma";"Vishniacozyma sp.";4;0;0;0;0;0
"ASV_2758";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";NA;"Bulbithecium";"Bulbithecium arxii";4;0;0;0;0;0
"ASV_2806";"Eukaryota";"Basidiomycota";"Microbotryomycetes";NA;"Chrysozymaceae";"Pseudohyphozyma";"Pseudohyphozyma pustula";4;4;0;0;0;0
"ASV_404";"Eukaryota";"Ascomycota";"Leotiomycetes";"Thelebolales";"Thelebolaceae";"Thelebolus";NA;3;63;0;175;0;0
"ASV_1080";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Tilachlidiaceae";"Septofusidium";"Septofusidium herbarum";3;52;0;0;0;0
"ASV_1578";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Sarocladiaceae";"Sarocladium";"Sarocladium dejongiae";3;0;0;17;0;4
"ASV_1658";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Dictyosporiaceae";"Pseudocoleophoma";"Pseudocoleophoma typhicola";3;0;0;0;0;22
"ASV_1708";"Eukaryota";"Cercozoa";"Imbricatea";"Thaumatomonadida";"Thaumatomastigidae";"Reckertia";"Reckertia gemma";3;23;0;0;0;0
"ASV_1765";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Neosetophoma";"Neosetophoma rosigena";3;15;0;0;0;0
"ASV_1844";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Trichomonascaceae";"Sugiyamaella";"Sugiyamaella paludigena";3;0;0;0;0;13
"ASV_1860";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Thyridariaceae";"Pararoussoella";"Pararoussoella quercina";3;0;0;16;0;0
"ASV_1916";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";NA;NA;3;0;0;0;0;22
"ASV_1981";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Pseudothielavia";NA;3;0;0;0;5;14
"ASV_2652";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Sclerococcales";"Dactylosporaceae";"Sclerococcum";"Sclerococcum ahtii";3;5;0;0;0;0
"ASV_2710";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Linnemannia";"Linnemannia sclerotiella";3;0;0;0;0;5
"ASV_2842";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Ajellomycetaceae";"Emmonsiellopsis";"Emmonsiellopsis tuberculata";3;0;0;0;0;4
"ASV_2864";"Eukaryota";"Basidiomycota";"Exobasidiomycetes";"Tilletiales";"Tilletiaceae";"Tilletia";NA;3;0;0;0;0;0
"ASV_2869";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Sarocladiaceae";"Parasarocladium";NA;3;0;0;0;0;0
"ASV_2870";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Rhynchogastremaceae";"Papiliotrema";"Papiliotrema fonsecae";3;0;0;0;0;0
"ASV_2875";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Amylocorticiales";"Amylocorticiaceae";"Ceraceomyces";"Ceraceomyces atlanticus";3;0;0;0;0;0
"ASV_2876";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Corticiales";"Corticiaceae";"Lyomyces";NA;3;0;0;0;0;3
"ASV_2877";"Eukaryota";"Basidiomycota";"Exobasidiomycetes";"Microstromatales";NA;"Sympodiomycopsis";NA;3;0;0;0;0;0
"ASV_2881";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Sessilida";NA;NA;NA;3;0;0;0;0;3
"ASV_2891";"Eukaryota";"Ascomycota";"Dothideomycetes";"Botryosphaeriales";"Melanopsaceae";"Melanops";NA;3;0;0;0;0;0
"ASV_2892";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Pseudoophiobolus";"Pseudoophiobolus achilleae";3;0;0;0;0;0
"ASV_2896";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Crepidotaceae";"Crepidotus";"Crepidotus reticulatus";3;0;0;0;0;0
"ASV_2899";"Eukaryota";"Basidiomycota";"Microbotryomycetes";NA;"Chrysozymaceae";"Yunzhangia";"Yunzhangia auriculariae";3;0;0;0;0;0
"ASV_2904";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"Wardomyces";"Wardomyces inflatus";3;0;0;0;0;0
"ASV_2905";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Inocybaceae";"Inocybe";"Inocybe lavandulochlora";3;0;0;0;0;0
