"superkingdom";"phylum";"class";"order";"family";"genus";"species";"CMM.ITS_S86_L001_R1";"Compost.MB.ITS_S85_L001_R1";"Compost.R.ITS_S84_L001_R1";"Eau.GT.ITS_S81_L001_R1";"JusPatate.XT.ITS_S83_L001_R1";"Sol.GT.ITS_S82_L001_R1"
"ASV_2541";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Lycoperdaceae";"Bovista";NA;0;6;0;0;0;0
"ASV_2546";"Eukaryota";"Basidiomycota";"Ustilaginomycetes";"Ustilaginales";"Ustilaginaceae";"Ustilago";"Ustilago nunavutica";0;6;0;0;0;0
"ASV_2548";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Phaeotremellaceae";"Phaeotremella";NA;0;6;0;0;0;3
"ASV_2549";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Drechmeria";"Drechmeria campanulata";0;6;0;0;0;0
"ASV_2550";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Cordycipitaceae";"Beauveria";"Beauveria bassiana";0;6;0;0;0;3
"ASV_2551";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";NA;"Neohypochnicium";"Neohypochnicium michelii";0;6;0;0;0;0
"ASV_2552";"Eukaryota";"Ascomycota";"Sordariomycetes";"Conioscyphales";"Conioscyphaceae";"Conioscypha";"Conioscypha pleiomorpha";0;6;0;0;0;0
"ASV_2555";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Thelonectria";"Thelonectria trachosa";0;6;0;0;0;0
"ASV_2560";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Phaeosphaeria";"Phaeosphaeria acaciae";0;6;0;0;0;0
"ASV_2563";"Eukaryota";"Ciliophora";"Spirotrichea";NA;NA;NA;NA;0;6;0;0;0;0
"ASV_2567";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Rhizopodaceae";"Rhizopus";"Rhizopus arrhizus";0;0;0;6;0;0
"ASV_2568";"Eukaryota";"Rhodophyta";"Florideophyceae";NA;NA;NA;NA;0;0;0;10;0;0
"ASV_2575";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Filobasidiaceae";"Filobasidium";"Filobasidium magnum";0;0;0;0;6;0
"ASV_2577";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Psathyrella";"Psathyrella effibulata";0;0;0;0;0;6
"ASV_2578";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Chaetothiersia";"Chaetothiersia laricina";0;0;0;0;0;6
"ASV_2579";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Meruliaceae";"Luteoporia";"Luteoporia citriniporia";0;0;0;0;0;6
"ASV_2584";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Clavariaceae";"Clavulinopsis";"Clavulinopsis trigonospora";0;0;0;0;0;6
"ASV_2588";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";NA;"Castanediella";"Castanediella tereticornis";0;0;0;0;0;6
"ASV_2589";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Lasiosphaeriaceae";NA;"Lasiosphaeriaceae sp.";0;0;0;0;0;6
"ASV_2590";"Eukaryota";"Ascomycota";"Sordariomycetes";"Cephalothecales";"Cephalothecaceae";NA;NA;0;0;0;0;0;6
"ASV_2644";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Knufia";"Knufia petricola";0;5;0;0;0;0
"ASV_2646";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pleosporaceae";"Alternaria";"Alternaria mirabibensis";0;5;0;0;0;0
"ASV_2649";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricaceae";"Lepiota";"Lepiota venenata";0;5;0;0;0;0
"ASV_2653";"Eukaryota";"Streptophyta";"Bryopsida";"Bryales";"Mniaceae";"Mnium";"Mnium hornum";0;5;0;0;0;0
"ASV_2655";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Corticiales";"Corticiaceae";"Peniophorella";NA;0;5;0;0;0;0
"ASV_2657";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Septoriella";"Septoriella callistemonis";0;5;0;0;0;0
"ASV_2658";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Chlorociboriaceae";"Brahmaculus";"Brahmaculus magellanicus";0;5;0;0;0;0
"ASV_2659";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Rasamsonia";"Rasamsonia pulvericola";0;5;0;0;0;0
"ASV_2660";"Eukaryota";"Ascomycota";"Dothideomycetes";"Botryosphaeriales";"Botryosphaeriaceae";"Diplodia";"Diplodia mutila";0;5;0;0;0;0
"ASV_2661";"Eukaryota";"Basidiomycota";"Microbotryomycetes";NA;"Chrysozymaceae";"Pseudohyphozyma";NA;0;5;0;0;0;0
"ASV_2663";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Verrucariales";"Verrucariaceae";"Verrucaria";"Verrucaria modica";0;5;0;0;0;0
"ASV_2664";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Cordycipitaceae";"Liangia";"Liangia sinensis";0;5;0;0;0;0
"ASV_2665";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Trichosporonales";"Trichosporonaceae";"Cutaneotrichosporon";"Cutaneotrichosporon smithiae";0;5;0;0;0;0
"ASV_2673";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Necromortierella";"Necromortierella dichotoma";0;2;0;0;0;3
"ASV_2675";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Rhynchogastremaceae";"Papiliotrema";"Papiliotrema sp.";0;5;0;0;0;0
"ASV_2676";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Corticiales";"Corticiaceae";"Butlerelfia";"Butlerelfia eustacei";0;0;0;5;0;0
"ASV_2679";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Tremellaceae";"Tremella";"Tremella griseola";0;2;0;5;0;0
"ASV_2680";"Eukaryota";NA;"Glaucocystophyceae";"Glaucocystales";"Glaucocystaceae";"Glaucocystis";"Glaucocystis nostochinearum";0;0;0;5;0;0
"ASV_2681";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Lophiotremataceae";"Atrocalyx";"Atrocalyx nordicus";0;0;0;5;0;0
"ASV_2682";"Eukaryota";"Ascomycota";"Sordariomycetes";"Annulatascales";"Annulatascaceae";"Dictyosporella";"Dictyosporella guizhouensis";0;0;0;5;0;0
"ASV_2683";"Eukaryota";"Ciliophora";"Nassophorea";"Synhymeniida";"Orthodonellidae";"Zosterodasys";"Zosterodasys agamalievi";0;0;0;5;0;0
"ASV_2689";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";NA;"Nakazawaea";"Nakazawaea ishiwadae";0;0;0;0;5;0
"ASV_2693";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Niessliaceae";"Monocillium";"Monocillium loricatum";0;0;0;0;0;5
"ASV_2694";"Eukaryota";"Basidiomycota";"Microbotryomycetes";"Sporidiobolales";"Sporidiobolaceae";"Sporobolomyces";"Sporobolomyces johnsonii";0;0;0;0;0;5
"ASV_2697";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Cunninghamellaceae";"Gongronella";"Gongronella orasabula";0;2;0;0;0;5
"ASV_2701";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Sessilida";"Zoothamniidae";"Zoothamnium";"Zoothamnium sp. 13 JI14041401";0;0;0;0;0;5
"ASV_2702";"Eukaryota";"Ascomycota";"Dothideomycetes";"Valsariales";"Valsariaceae";"Valsaria";NA;0;0;0;0;0;5
"ASV_2707";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Torulaceae";"Torula";"Torula herbarum";0;0;0;0;0;5
"ASV_2711";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Sebacinales";"Sebacinaceae";NA;NA;0;0;0;0;0;5
"ASV_2713";"Eukaryota";"Ascomycota";"Dothideomycetes";"Capnodiales";"Paradevriesiaceae";"Paradevriesia";"Paradevriesia americana";0;0;0;0;0;5
"ASV_2717";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Gymnoascaceae";"Mallochia";"Mallochia reticulata";0;0;0;0;0;5
"ASV_2773";"Eukaryota";"Ascomycota";"Dothideomycetes";NA;"Gloniaceae";"Pseudocenococcum";"Pseudocenococcum floridanum";0;4;0;0;0;0
"ASV_2774";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Dictyosporiaceae";"Pseudocoleophoma";"Pseudocoleophoma polygonicola";0;4;0;0;0;0
"ASV_2775";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Auriculariales";"Auriculariaceae";"Auricularia";"Auricularia submesenterica";0;4;0;0;0;0
"ASV_2777";"Eukaryota";"Streptophyta";"Magnoliopsida";"Ranunculales";"Ranunculaceae";NA;NA;0;4;0;0;0;0
"ASV_2778";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hymenogastraceae";"Gymnopilus";NA;0;4;0;0;0;0
"ASV_2780";"Eukaryota";"Nematoda";"Chromadorea";"Rhabditida";"Aphelenchoididae";"Aphelenchoides";"Aphelenchoides besseyi";0;4;0;0;0;0
"ASV_2784";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Philasterida";NA;NA;NA;0;4;0;0;0;0
"ASV_2787";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Hymenoscyphus";"Hymenoscyphus sinicus";0;4;0;0;0;0
"ASV_2797";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Purpureocillium";NA;0;4;0;0;0;0
"ASV_2799";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium adametzii";0;4;0;0;0;0
"ASV_2804";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";"Sphaerellopsis";"Sphaerellopsis hakeae";0;4;0;0;0;0
"ASV_2809";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Cyphellophoraceae";"Cyphellophora";"Cyphellophora pluriseptata";0;0;0;4;0;0
"ASV_2812";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycopsidaceae";"Saccharomycopsis";NA;0;0;0;4;0;0
"ASV_2813";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Periconiaceae";"Periconia";"Periconia epilithographicola";0;0;0;4;0;0
"ASV_2815";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Diatrypaceae";"Eutypa";"Eutypa sp.";0;0;0;4;0;0
"ASV_2817";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";NA;"[Candida] saitoana";0;0;0;0;4;0
"ASV_2819";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Meripilaceae";"Physisporinus";"Physisporinus roseus";0;0;0;0;0;4
"ASV_2820";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Trichomonascaceae";"Blastobotrys";"Blastobotrys proliferans";0;0;0;0;0;4
"ASV_2821";"Eukaryota";"Evosea";"Eumycetozoa";"Trichiida";"Trichiidae";"Arcyria";"Arcyria obvelata";0;0;0;0;0;4
"ASV_2822";"Eukaryota";"Ascomycota";"Sordariomycetes";"Pleurotheciales";"Pleurotheciaceae";"Pleurothecium";NA;0;0;0;0;0;4
"ASV_2823";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mycosphaerellales";"Teratosphaeriaceae";"Parateratosphaeria";"Parateratosphaeria karinae";0;0;0;0;0;4
"ASV_2826";"Eukaryota";"Arthropoda";"Insecta";"Diptera";"Simuliidae";"Simulium";"Simulium gravelyi";0;0;0;0;0;4
"ASV_2828";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Lindgomycetaceae";"Hongkongmyces";"Hongkongmyces pedis";0;3;0;0;0;4
"ASV_2829";"Eukaryota";"Basidiomycota";"Pucciniomycetes";"Pucciniales";"Crossopsoraceae";"Stomatisora";"Stomatisora psychotriicola";0;0;0;0;0;4
"ASV_2833";"Eukaryota";"Streptophyta";"Magnoliopsida";"Caryophyllales";"Chenopodiaceae";"Beta";"Beta vulgaris";0;0;0;0;0;4
"ASV_2834";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Auriculariales";NA;"Stypellopsis";"Stypellopsis farlowii";0;0;0;0;0;4
"ASV_2835";"Eukaryota";"Mucoromycota";"Umbelopsidomycetes";"Umbelopsidales";"Umbelopsidaceae";"Umbelopsis";NA;0;0;0;0;0;4
"ASV_2836";"Eukaryota";"Basidiomycota";"Microbotryomycetes";"Sporidiobolales";"Sporidiobolaceae";"Rhodotorula";"Rhodotorula kratochvilovae";0;0;0;0;0;4
"ASV_2838";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Russulales";"Hericiaceae";"Dentipellis";"Dentipellis coniferarum";0;0;0;0;0;4
"ASV_2839";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Ascodesmidaceae";NA;NA;0;0;0;0;0;4
"ASV_2843";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Cordycipitaceae";"Amphichorda";"Amphichorda cavernicola";0;0;0;0;0;4
"ASV_2844";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Sarcosomataceae";"Donadinia";"Donadinia helvelloides";0;0;0;0;0;4
"ASV_2845";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"Neoascochyta";"Neoascochyta tardicrescens";0;0;0;0;0;4
"ASV_2846";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hygrophoraceae";"Hygrophorus";"Hygrophorus canadensis";0;0;0;0;0;4
"ASV_2850";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Onygenaceae";NA;NA;0;0;0;0;0;4
"ASV_2851";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";NA;"Trichothecium";"Trichothecium ovalisporum";0;0;0;0;0;4
"ASV_2857";"Eukaryota";"Evosea";"Eumycetozoa";"Trichiida";"Trichiidae";"Arcyria";NA;0;0;0;0;0;4
"ASV_2859";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Chaetomium";"Chaetomium cucumericola";0;0;0;0;0;4
"ASV_2861";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinopsis";"Coprinopsis clastophylla";0;0;0;0;0;4
"ASV_2939";"Eukaryota";"Ascomycota";"Dothideomycetes";"Venturiales";"Venturiaceae";NA;NA;0;3;0;0;0;0
"ASV_2941";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";NA;NA;NA;0;3;0;0;0;0
"ASV_2945";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Lipomycetaceae";"Lipomyces";"Lipomyces starkeyi";0;3;0;0;0;0
"ASV_2951";"Eukaryota";"Basidiomycota";"Agaricostilbomycetes";"Agaricostilbales";"Kondoaceae";"Kondoa";"Kondoa sp.";0;5;0;0;0;0
"ASV_2953";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Sirobasidiaceae";"Fibulobasidium";NA;0;3;0;0;0;0
"ASV_2955";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Hamatocanthoscyphaceae";"Infundichalara";"Infundichalara microchona";0;3;0;0;0;0
"ASV_2956";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Metschnikowiaceae";"Clavispora";"Clavispora reshetovae";0;3;0;0;0;0
"ASV_2957";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Mollisiaceae";"Mollisia";"Mollisia monilioides";0;3;0;0;0;0
"ASV_2962";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Filobasidiaceae";"Filobasidium";"Filobasidium wieringae";0;3;0;0;0;0
"ASV_2963";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala castellanii";0;3;0;0;0;0
"ASV_2965";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Lecanorales";"Parmeliaceae";"Punctelia";"Punctelia rudecta";0;3;0;0;0;0
"ASV_2968";"Eukaryota";"Ascomycota";"Sordariomycetes";"Myrmecridiales";"Myrmecridiaceae";"Myrmecridium";"Myrmecridium phragmitis";0;3;0;0;0;0
"ASV_2969";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Paradictyoarthriniaceae";"Paradictyoarthrinium";"Paradictyoarthrinium hydei";0;3;0;0;0;0
"ASV_2971";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";NA;"Chalara";"Chalara holubovae";0;3;0;0;0;0
"ASV_2974";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Metapochonia";"Metapochonia bulbillosa";0;3;0;0;0;0
"ASV_2977";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Hamatocanthoscyphaceae";"Xenopolyscytalum";"Xenopolyscytalum pinea";0;3;0;0;0;0
"ASV_2978";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Rutstroemiaceae";"Clarireedia";"Clarireedia bennettii";0;3;0;0;0;0
"ASV_2980";"Eukaryota";"Basidiomycota";"Microbotryomycetes";"Leucosporidiales";"Leucosporidiaceae";"Leucosporidium";"Leucosporidium fellii";0;3;0;0;0;0
"ASV_2986";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Hymenochaetaceae";"Fuscoporia";"Fuscoporia australasica";0;0;0;3;0;0
"ASV_2993";"Eukaryota";"Basidiomycota";"Microbotryomycetes";"Sporidiobolales";"Sporidiobolaceae";"Rhodosporidiobolus";"Rhodosporidiobolus colostri";0;0;0;0;3;0
"ASV_2994";"Eukaryota";"Ascomycota";"Dothideomycetes";"Dothideales";"Dothioraceae";"Dothiora";"Dothiora viticola";0;0;0;0;3;0
"ASV_2995";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Lipomycetaceae";"Lipomyces";NA;0;0;0;0;0;3
"ASV_2998";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Astomatida";"Radiophryidae";"Metaracoelophrya";"Metaracoelophrya sp. 2 MCSK-2011";0;0;0;0;0;3
"ASV_3001";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mytilinidiales";"Mytilinidiaceae";"Pseudocamaropycnis";"Pseudocamaropycnis pini";0;0;0;0;0;3
"ASV_3005";"Eukaryota";"Mucoromycota";"Endogonomycetes";"Endogonales";"Endogonaceae";"Jimgerdemannia";"Jimgerdemannia lactiflua";0;0;0;0;0;3
"ASV_3009";"Eukaryota";"Streptophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Cichorium";"Cichorium endivia";0;0;0;0;0;3
"ASV_3010";"Eukaryota";"Streptophyta";"Magnoliopsida";"Fagales";"Betulaceae";"Betula";"Betula luminifera";0;0;0;0;0;3
"ASV_3011";"Eukaryota";"Streptophyta";"Magnoliopsida";NA;NA;NA;NA;0;0;0;0;0;3
"ASV_3012";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Trichomonascaceae";"Trichomonascus";"Trichomonascus ciferrii";0;0;0;0;0;3
"ASV_3015";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Trichosporonales";"Trichosporonaceae";"Trichosporon";NA;0;0;0;0;0;3
"ASV_3016";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Verrucariales";"Verrucariaceae";"Verrucaria";"Verrucaria devensis";0;0;0;0;0;3
"ASV_3017";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Preussia";"Preussia terricola";0;0;0;0;0;3
"ASV_3018";"Eukaryota";"Ascomycota";"Sordariomycetes";"Diaporthales";"Stilbosporaceae";"Stegonsporium";NA;0;0;0;0;0;3
"ASV_3023";"Eukaryota";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Orbilia";"Orbilia ellipsospora";0;0;0;0;0;3
"ASV_3027";"Eukaryota";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Orbilia";"Orbilia rectispora";0;0;0;0;0;3
"ASV_3029";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Talaromyces";"Talaromyces resedanus";0;0;0;0;0;3
"ASV_3032";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Paraphoma";"Paraphoma chrysanthemicola";0;0;0;0;0;3
"ASV_3033";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";NA;NA;NA;0;0;0;0;0;3
"ASV_3034";"Eukaryota";"Basidiomycota";"Cystobasidiomycetes";NA;NA;"Queiroziella";"Queiroziella brasiliensis";0;0;0;0;0;3
"ASV_3035";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Bionectriaceae";"Geosmithia";"Geosmithia cnesini";0;0;0;0;0;3
"ASV_3039";"Eukaryota";"Basidiomycota";"Microbotryomycetes";NA;"Colacogloeaceae";"Colacogloea";"Colacogloea sp.";0;0;0;0;0;3
"ASV_3042";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pluteaceae";"Melanoleuca";"Melanoleuca exscissa";0;0;0;0;0;3
"ASV_3044";"Eukaryota";"Basidiomycota";"Microbotryomycetes";"Leucosporidiales";"Leucosporidiaceae";"Leucosporidium";NA;0;0;0;0;0;3
"ASV_3047";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Bulleribasidiaceae";"Vishniacozyma";"Vishniacozyma tephrensis";0;0;0;0;0;3
"ASV_3113";"Eukaryota";"Ciliophora";"Spirotrichea";"Urostylida";"Bakuellidae";"Bakuella";"Bakuella granulifera";0;2;0;0;0;0
"ASV_3118";"Eukaryota";"Streptophyta";"Lycopodiopsida";"Selaginellales";"Selaginellaceae";"Selaginella";"Selaginella bisulcata";0;2;0;0;0;0
"ASV_3120";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Hydnaceae";"Bergerella";"Bergerella atrofusca";0;2;0;0;0;0
"ASV_3122";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Phanerochaetaceae";"Phlebiopsis";"Phlebiopsis lacerata";0;2;0;0;0;0
"ASV_3124";"Eukaryota";"Basidiomycota";"Agaricostilbomycetes";"Agaricostilbales";"Chionosphaeraceae";"Ballistosporomyces";"Ballistosporomyces taupoensis";0;2;0;0;0;0
"ASV_3125";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Corticiales";"Corticiaceae";"Lyomyces";"Lyomyces bambusinus";0;2;0;0;0;0
"ASV_3126";"Eukaryota";"Nematoda";"Chromadorea";"Rhabditida";"Meloidogynidae";"Meloidogyne";"Meloidogyne naasi";0;2;0;0;0;0
"ASV_3127";"Eukaryota";"Arthropoda";"Collembola";"Entomobryomorpha";"Isotomidae";"Desoria";"Desoria sp. KHP-2008";0;2;0;0;0;0
"ASV_3129";"Eukaryota";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Orbilia";"Orbilia sonorensis";0;2;0;0;0;0
"ASV_3133";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Lyophyllaceae";"Calocybe";"Calocybe convexa";0;2;0;0;0;0
"ASV_3134";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Dictyosporiaceae";"Aquadictyospora";"Aquadictyospora lignicola";0;2;0;0;0;0
"ASV_3137";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pluteaceae";"Pluteus";"Pluteus cervinus";0;2;0;0;0;0
"ASV_3140";"Eukaryota";"Ciliophora";"Spirotrichea";"Urostylida";"Holostichidae";"Anteholosticha";"Anteholosticha marimonilata";0;2;0;0;0;0
"ASV_3141";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Lecanorales";"Ramalinaceae";"Bacidina";"Bacidina margallensis";0;2;0;0;0;0
"ASV_3144";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricaceae";"Lepiota";"Lepiota rhodophylla";0;2;0;0;0;0
"ASV_3148";"Eukaryota";"Ascomycota";"Sordariomycetes";"Chaetosphaeriales";NA;"Dendrophoma";"Dendrophoma cytisporoides";0;2;0;0;0;0
"ASV_3149";"Eukaryota";"Basidiomycota";"Cystobasidiomycetes";"Cystobasidiales";NA;NA;"Cystobasidiales sp.";0;2;0;0;0;0
"ASV_3152";"Eukaryota";"Basidiomycota";"Cystobasidiomycetes";"Cystobasidiales";NA;"Occultifur";"Occultifur tropicalis";0;2;0;0;0;0
"ASV_3156";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Bulleribasidiaceae";"Vishniacozyma";NA;0;2;0;0;0;0
"ASV_3157";"Eukaryota";"Basidiomycota";"Microbotryomycetes";NA;"Chrysozymaceae";"Slooffia";"Slooffia tsugae";0;2;0;0;0;0
"ASV_3158";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";NA;NA;0;2;0;0;0;0
"ASV_3161";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Entomortierella";"Entomortierella parvispora";0;2;0;0;0;0
"ASV_3164";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Cordycipitaceae";"Gamszarea";"Gamszarea microspora";0;2;0;0;0;0
"ASV_3165";"Eukaryota";"Nematoda";"Chromadorea";"Rhabditida";"Hemicycliophoridae";NA;NA;0;2;0;0;0;0
"ASV_3170";"Eukaryota";"Basidiomycota";"Agaricostilbomycetes";"Agaricostilbales";"Agaricostilbaceae";"Sterigmatomyces";"Sterigmatomyces halophilus";0;0;0;0;2;0
"ASV_3173";"Eukaryota";"Basidiomycota";"Microbotryomycetes";"Leucosporidiales";"Leucosporidiaceae";"Leucosporidium";"Leucosporidium muscorum";0;0;0;0;2;0
"ASV_3179";"Eukaryota";"Ciliophora";"Colpodea";"Cyrtolophosidida";"Cyrtolophosididae";"Aristerostoma";"Aristerostoma sp. CTAS2/II";0;0;0;0;0;2
"ASV_3180";"Eukaryota";"Picozoa";"Picomonadea";"Picomonadida";"Picomonadidae";"Picomonas";"Picomonas judraskeda";0;0;0;0;0;2
"ASV_3182";"Eukaryota";NA;"Ichthyosporea";"Dermocystida";NA;NA;NA;0;0;0;0;0;2
"ASV_3190";"Eukaryota";"Cercozoa";"Imbricatea";"Thaumatomonadida";"Thaumatomastigidae";"Thaumatomonas";"Thaumatomonas zhukovi";0;0;0;0;0;2
"ASV_3193";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycetaceae";"Kazachstania";"Kazachstania saulgeensis";0;0;0;0;0;2
"ASV_3194";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Rickenellaceae";"Sidera";NA;0;0;0;0;0;2
