tax_id,superkingdom,phylum,class,order,family,genus,species,CMM-16S_S43_L001_R1,Compost-MB-16S_S42_L001_R1,Compost-R-16S_S41_L001_R1,Eau-GT-16S_S38_L001_R1,JusPatate-XT-16S_S40_L001_R1,Sol-GT-16S_S39_L001_R1
119060,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,,0,0,0,0,0,2
1294026,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Aciditerrimonas,Aciditerrimonas ferrireducens,0,0,0,0,0,2
332095,Bacteria,Bacillota,Tissierellia,,,Dethiosulfatibacter,Dethiosulfatibacter aminovorans,0,0,0,0,0,2
525924,Bacteria,Myxococcota,,Polyangiales,Phaselicystidaceae,Phaselicystis,Phaselicystis flava,0,0,0,0,0,2
1760,Bacteria,Actinomycetota,Actinomycetes,,,,,0,0,0,0,0,2
1204385,Bacteria,Chloroflexota,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Litorilinea aerophila,0,0,0,0,0,2
374,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,,0,0,0,0,0,2
759929,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Inhella,Inhella fonticola,0,0,0,0,0,2
1465486,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Frigidibacter,Frigidibacter albus,0,0,0,0,0,2
84032,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Pseudoclostridium,Pseudoclostridium thermosuccinogenes,0,0,0,0,0,2
68287,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,0,0,0,0,0,2
1914233,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,,,0,0,0,0,0,2
694315,Bacteria,Myxococcota,,Haliangiales,Kofleriaceae,Kofleria,Kofleria flava,0,0,0,0,0,2
1643322,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides ungokensis,0,0,0,0,0,2
204457,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,,,,0,0,0,0,0,2
747076,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Tepidamorphaceae,Tepidamorphus,Tepidamorphus gemmatus,0,0,0,0,0,2
2078947,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Paeniroseomonas,Paeniroseomonas fluminis,0,0,0,0,0,2
1490051,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus geothermalis,0,0,0,0,0,2
648800,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Solibacillus,,0,0,0,0,0,2
161354,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Planomonospora,Planomonospora alba,0,0,0,0,0,2
1634993,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Reyranellaceae,Reyranella,Reyranella terrae,0,0,0,0,0,2
41294,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,,0,0,0,0,0,2
46223,Bacteria,Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoflavimicrobium,Thermoflavimicrobium dichotomicum,0,0,0,0,0,2
411235,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptacidiphilus,Streptacidiphilus melanogenes,0,0,0,0,0,2
34017,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhodobiaceae,Rhodobium,Rhodobium orientis,0,0,0,0,0,2
1848771,Bacteria,Verrucomicrobiota,Opitutae,Opitutales,Opitutaceae,Lacunisphaera,Lacunisphaera parvula,0,0,0,0,0,2
83552,Bacteria,Chlamydiota,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Parachlamydia,Parachlamydia acanthamoebae,0,0,0,0,0,2
323415,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,Dokdonella koreensis,0,0,0,0,0,2
2789776,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola,Actinomarinicola tropica,0,0,0,0,0,2
162028,Bacteria,Myxococcota,,Haliangiales,Kofleriaceae,Haliangium,Haliangium tepidum,0,0,0,0,0,2
162028,Bacteria,Myxococcota,,Haliangiales,Kofleriaceae,Haliangium,Haliangium tepidum,0,0,0,0,0,2
29363,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium paraputrificum,0,0,0,0,0,2
1883,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,0,0,0,0,0,2
83561,Bacteria,Chlamydiota,Chlamydiia,Parachlamydiales,Simkaniaceae,Simkania,Simkania negevensis,0,0,0,0,0,2
406100,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Aquisalimonas,Aquisalimonas asiatica,0,0,0,0,0,2
1210884,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Gemmata massiliana,0,0,0,0,0,2
1176697,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Oceanirhabdus,Oceanirhabdus sediminicola,0,0,0,0,0,2
1749332,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter erysipheiresistens,0,0,0,0,0,2
360055,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Zavarzinella,Zavarzinella formosa,0,0,0,0,0,2
1294026,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Aciditerrimonas,Aciditerrimonas ferrireducens,0,0,0,0,0,2
1855912,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,Luteitalea pratensis,0,0,0,0,0,2
1082276,Bacteria,Bacillota,,,,Hydrogenispora,Hydrogenispora ethanolica,0,0,0,0,0,2
1367882,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Planobispora,Planobispora takensis,0,0,0,0,0,2
1883,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,0,0,0,0,0,2
1348470,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Asprobacter,Asprobacter aquaticus,0,0,0,0,0,2
1384459,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,Methyloceanibacter caenitepidi,0,0,0,0,0,2
47671,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia mirabilis,0,0,0,0,0,2
406431,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura alba,0,0,0,0,0,2
1121303,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium,Ruminiclostridium cellobioparum,0,0,0,0,0,2
68173,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora,Kitasatospora albolonga,0,0,0,0,0,2
2008790,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,,,0,0,0,0,0,2
555088,Bacteria,Bacillota,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,Dethiobacter,Dethiobacter alkaliphilus,0,0,0,0,0,2
525924,Bacteria,Myxococcota,,Polyangiales,Phaselicystidaceae,Phaselicystis,Phaselicystis flava,0,0,0,0,0,2
1883,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,0,0,0,0,0,2
535904,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Neoroseomonas,Neoroseomonas oryzicola,0,0,0,0,0,2
947013,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Chryseolinea,Chryseolinea serpens,0,0,0,0,0,2
693023,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas pecuniae,0,0,0,0,0,2
1682742,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium aquicola,0,0,0,0,0,2
1000565,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis universalis,0,0,0,0,0,2
1400387,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Bythopirellula,Bythopirellula goksoeyrii,0,0,0,0,0,2
1612308,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylocapsa,Methylocapsa palsarum,0,0,0,0,0,2
43677,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Promicromonospora,Promicromonospora citrea,0,0,0,0,0,2
332100,Bacteria,Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Planifilum,,0,0,0,0,0,2
21,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium immobile,0,0,0,0,0,2
268404,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Peristeroidobacter,Peristeroidobacter agariperforans,0,0,0,0,0,2
186650,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Microvirga,,0,0,0,0,0,2
94,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Stellaceae,Stella,Stella humosa,0,0,0,0,0,2
580166,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Oceanibaculaceae,Oceanibaculum,Oceanibaculum pacificum,0,0,0,0,0,2
1783272,Bacteria,,,,,,,0,0,0,0,0,2
1750597,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Inmirania,Inmirania thermothiophila,0,0,0,0,0,2
1379270,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas phototrophica,0,0,0,0,0,2
1121298,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium amylolyticum,0,0,0,0,0,2
1384459,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,Methyloceanibacter caenitepidi,0,0,0,0,0,2
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,0,0,0,0,0,2
1408103,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Mesobacillus,Mesobacillus campisalis,0,0,0,0,0,2
1511749,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermodenitrificans,0,0,0,0,0,2
550982,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Parasegetibacter,Parasegetibacter luojiensis,0,0,0,0,0,2
1548890,Bacteria,Bacillota,Tissierellia,Tissierellales,Thermohalobacteraceae,Brassicibacter,Brassicibacter thermophilus,0,0,0,0,0,2
68287,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,0,0,0,0,0,2
980254,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Roseimaritima,Roseimaritima ulvae,0,0,0,0,0,2
36861,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus denitrificans,0,0,0,0,0,2
1312132,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium populi,0,0,0,0,0,2
2527970,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Blastopirellula,Blastopirellula retiformator,0,0,0,0,0,2
1485,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,,0,0,0,0,0,2
1400387,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Bythopirellula,Bythopirellula goksoeyrii,0,0,0,0,0,2
1034944,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella tunisiensis,0,0,0,0,0,2
886293,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Singulisphaera,Singulisphaera acidiphila,0,0,0,0,0,2
1400387,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Bythopirellula,Bythopirellula goksoeyrii,0,0,0,0,0,2
41294,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,,0,0,0,0,0,2
81,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,,0,0,0,0,0,2
186817,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,,,0,0,0,0,0,2
47492,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Xanthobacter,Xanthobacter agilis,0,0,0,0,0,2
1391654,Bacteria,Myxococcota,,Polyangiales,Labilitrichaceae,Labilithrix,Labilithrix luteola,0,0,0,0,0,2
1458337,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,Stenotrophobacter terrae,0,0,0,0,0,2
165697,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,0,0,0,0,0,2
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,0,0,0,0,0,2
1883,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,0,0,0,0,0,2
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,0,0,0,0,0,2
84406,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,0,0,0,0,0,2
945713,Bacteria,Ignavibacteriota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,Ignavibacterium album,0,0,0,0,0,2
600628,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Dongiaceae,Dongia,Dongia soli,0,0,0,0,0,2
1855912,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,Luteitalea pratensis,0,0,0,0,0,2
1163617,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae,Sulfuricella,Sulfuricella denitrificans,0,0,0,0,0,2
1229656,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Acidibacter,Acidibacter ferrireducens,0,0,0,0,0,2
1204385,Bacteria,Chloroflexota,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Litorilinea aerophila,0,0,0,0,0,2
1082276,Bacteria,Bacillota,,,,Hydrogenispora,Hydrogenispora ethanolica,0,0,0,0,0,2
1867774,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Dongiaceae,Aliidongia,Aliidongia dinghuensis,0,0,0,0,0,2
1988,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,,0,0,0,0,0,2
2008794,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,,,0,0,0,0,0,2
1867774,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Dongiaceae,Aliidongia,Aliidongia dinghuensis,0,0,0,0,0,2
1603870,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Arenimicrobiaceae,Brevitalea,Brevitalea deliciosa,0,0,0,0,0,2
380629,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter niastensis,0,0,0,0,0,2
1473598,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Paludibaculum,Paludibaculum fermentans,0,0,0,0,0,2
292587,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus rubescens,0,0,0,0,0,2
1348470,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Asprobacter,Asprobacter aquaticus,0,0,0,0,0,2
1760,Bacteria,Actinomycetota,Actinomycetes,,,,,0,0,0,0,0,2
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,0,0,0,0,0,2
2062,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,,,0,0,0,0,0,2
332100,Bacteria,Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Planifilum,,0,0,0,0,0,2
585455,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiohalobacterales,Thiohalobacteraceae,Thiohalobacter,Thiohalobacter thiocyanaticus,0,0,0,0,0,2
73918,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,,0,0,0,0,0,2
68287,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,0,0,0,0,0,2
1485,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,,0,0,0,0,0,2
1188249,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Cereibacter changlensis,0,0,0,0,0,2
1333996,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Variibacter,Variibacter gotjawalensis,0,0,0,0,0,2
937928,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus damuensis,0,0,0,0,0,2
1867774,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Dongiaceae,Aliidongia,Aliidongia dinghuensis,0,0,0,0,0,2
1297424,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Anaerobacterium,Anaerobacterium chartisolvens,0,0,0,0,0,2
392333,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Geoalkalibacteraceae,Geoalkalibacter,Geoalkalibacter ferrihydriticus,0,0,0,0,0,2
192992,Bacteria,Actinomycetota,Thermoleophilia,Thermoleophilales,Thermoleophilaceae,Thermoleophilum,,0,0,0,0,0,2
1796922,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Piscinibacter,Piscinibacter defluvii,0,0,0,0,0,2
1121034,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Niveispirillum,Niveispirillum irakense,0,0,0,0,0,2
2057,Bacteria,Thermomicrobiota,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter,Sphaerobacter thermophilus,0,0,0,0,0,2
887456,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces pratens,0,0,0,0,0,2
356,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,,0,0,0,0,0,2
94,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Stellaceae,Stella,Stella humosa,0,0,0,0,0,2
706570,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas flexibilis,0,0,0,0,0,2
1029756,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium nitrativorans,0,0,0,0,0,2
1141888,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas difficilis,0,0,0,0,0,2
2789776,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola,Actinomarinicola tropica,0,0,0,0,0,2
214853,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Anaerofustis,Anaerofustis stercorihominis,0,0,0,0,0,2
768533,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Chelativorans,Chelativorans composti,0,0,0,0,0,2
162028,Bacteria,Myxococcota,,Haliangiales,Kofleriaceae,Haliangium,Haliangium tepidum,0,0,0,0,0,2
1457,Bacteria,Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus cycloheptanicus,0,0,0,0,0,2
1555112,Bacteria,Bacillota,Limnochordia,Limnochordales,Limnochordaceae,Limnochorda,Limnochorda pilosa,0,0,0,0,0,2
525924,Bacteria,Myxococcota,,Polyangiales,Phaselicystidaceae,Phaselicystis,Phaselicystis flava,0,0,0,0,0,2
169056,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,Nordella,Nordella oligomobilis,0,0,0,0,0,2
1804997,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,Micropepsis,Micropepsis pineolensis,0,0,0,0,0,2
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,0,0,0,0,0,2
1002870,Bacteria,Actinomycetota,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,Gaiella occulta,0,0,0,0,0,2
86182,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Curvibacter lanceolatus,0,0,0,0,0,2
361365,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Tindallia,Tindallia texcoconensis,0,0,0,0,0,2
41985,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agromyces,Agromyces fucosus,0,0,0,0,0,2
543615,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,Solitalea koreensis,0,0,0,0,0,2
67352,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora,Kitasatospora purpeofusca,0,0,0,0,0,2
48,Bacteria,Myxococcota,Myxococcia,Myxococcales,Archangiaceae,Archangium,Archangium gephyra,0,0,0,0,0,2
483547,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Geoalkalibacteraceae,Geoalkalibacter,Geoalkalibacter subterraneus,0,0,0,0,0,2
453783,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter soli,0,0,0,0,0,2
332100,Bacteria,Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Planifilum,,0,0,0,0,0,2
454194,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Pyrinomonadaceae,Pyrinomonas,Pyrinomonas methylaliphatogenes,0,0,0,0,0,2
768533,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Chelativorans,Chelativorans composti,0,0,0,0,0,2
1750597,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Inmirania,Inmirania thermothiophila,0,0,0,0,0,2
1134406,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,Ornatilinea apprima,0,0,0,0,0,2
186817,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,,,0,0,0,0,0,2
688913,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia,Ohtaekwangia kribbensis,0,0,0,0,0,2
1779358,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas metalli,0,0,0,0,0,2
1333996,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Variibacter,Variibacter gotjawalensis,0,0,0,0,0,2
1855912,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,Luteitalea pratensis,0,0,0,0,0,2
28211,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,,0,0,0,0,0,2
1813,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,,0,0,0,0,0,2
74385,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,,0,0,0,0,0,2
1462996,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus yonginensis,0,0,0,0,0,2
286,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0,0,0,0,0,2
1760,Bacteria,Actinomycetota,Actinomycetes,,,,,0,0,0,0,0,2
235932,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus jurassicus,0,0,0,0,0,2
2070,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,,,0,0,0,0,0,2
1883,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,0,0,0,0,0,2
1005039,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Fimbriimonas ginsengisoli,0,0,0,0,0,2
1384459,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,Methyloceanibacter caenitepidi,0,0,0,0,0,2
1348467,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Actinotalea,Actinotalea caeni,0,0,0,0,0,2
2,Bacteria,,,,,,,0,0,0,0,0,2
157226,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,,0,0,0,0,0,2
1737571,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Niallia,Niallia oryzisoli,0,0,0,0,0,2
616951,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia mishustinii,0,0,0,0,0,2
1229656,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Acidibacter,Acidibacter ferrireducens,0,0,0,0,0,2
1855912,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,Luteitalea pratensis,0,0,0,0,0,2
1121034,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Niveispirillum,Niveispirillum irakense,0,0,0,0,0,2
53399,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium denitrificans,0,0,0,0,0,2
747076,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Tepidamorphaceae,Tepidamorphus,Tepidamorphus gemmatus,0,0,0,0,0,2
293826,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Alkaliphilus,Alkaliphilus metalliredigens,0,0,0,0,0,2
