tax_id,superkingdom,phylum,class,order,family,genus,species,CMM-16S_S43_L001_R1,Compost-MB-16S_S42_L001_R1,Compost-R-16S_S41_L001_R1,Eau-GT-16S_S38_L001_R1,JusPatate-XT-16S_S40_L001_R1,Sol-GT-16S_S39_L001_R1
1962910,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,,,92,0,0,0,0,0
1564159,Bacteria,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus pulveris,92,0,0,0,0,0
1189325,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Oceanicella,Oceanicella actignis,92,0,0,0,0,0
2707057,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium hankyongi,92,0,0,0,0,0
159449,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Embleya,Embleya scabrispora,40,0,0,14,0,38
1331058,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter fluminis,0,0,0,92,0,0
1293045,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans planktonicus,0,0,0,92,0,0
1756042,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cypionkella,Cypionkella aquatica,0,0,0,92,0,0
12916,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,,0,0,0,92,0,0
280093,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium granuli,0,0,0,92,0,0
1382356,Bacteria,Thermomicrobiota,Thermomicrobia,,,Thermorudis,Thermorudis peleae,91,0,0,0,0,0
37482,Bacteria,Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Laceyella,Laceyella sacchari,80,0,0,0,0,11
2000,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Streptosporangium,,72,0,0,4,0,15
1892851,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea flava,0,91,0,0,0,0
638269,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas urumqiensis,0,0,59,3,29,0
2547394,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium nackdongense,0,0,0,91,0,0
580166,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Oceanibaculaceae,Oceanibaculum,Oceanibaculum pacificum,0,0,0,3,0,88
28065,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,,0,0,0,91,0,0
696763,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Thermasporomyces,Thermasporomyces composti,0,0,0,0,0,91
2598579,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Limnoglobus,Limnoglobus roseus,90,0,0,0,0,0
1002870,Bacteria,Actinomycetota,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,Gaiella occulta,65,2,0,2,0,21
1229656,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Acidibacter,Acidibacter ferrireducens,50,0,0,0,0,40
288995,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia limi,0,90,0,0,0,0
643672,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Singulisphaera,Singulisphaera rosea,0,90,0,0,0,0
1921568,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,,,0,90,0,0,0,0
157920,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,,0,90,0,0,0,0
364197,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas pohangensis,0,0,0,90,0,0
323423,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans curvus,0,0,0,90,0,0
80864,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,,,0,0,0,90,0,0
29536,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium succinicans,0,0,0,90,0,0
1145345,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Kaistiaceae,Bauldia,,0,0,0,0,0,90
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,89,0,0,0,0,0
28105,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,,89,0,0,0,0,0
1868,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes digitatis,89,0,0,0,0,0
1379270,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas phototrophica,51,0,0,1,0,37
452922,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Xenophilus,Xenophilus aerolatus,30,0,0,0,0,59
1883,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,89,0,0,0,0,0
577469,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Demequinaceae,Demequina,,89,0,0,0,0,0
1485,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,,9,0,0,13,0,67
633392,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,,,89,0,0,0,0,0
85413,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea,,0,62,0,0,0,27
1231,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Nitrosospira multiformis,0,0,0,0,0,89
279810,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Thiobacter,Thiobacter subterraneus,88,0,0,0,0,0
299146,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora narathiwatensis,63,0,0,0,0,25
1331058,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter fluminis,88,0,0,0,0,0
454602,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,Spongiibacter tropicus,88,0,0,0,0,0
1811807,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Sulfuriflexus,Sulfuriflexus mobilis,29,0,0,0,0,59
237,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,0,88,0,0,0,0
54308,Bacteria,Cyanobacteriota,Cyanophyceae,Pleurocapsales,Hyellaceae,Pleurocapsa,Pleurocapsa minor,0,0,0,88,0,0
676205,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Yinghuangia,Yinghuangia aomiensis,0,0,0,88,0,0
256325,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter maritimus,0,0,0,88,0,0
2169409,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium laiguense,0,0,0,88,0,0
206389,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,,,,0,0,0,88,0,0
537011,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,0,0,0,88,0,0
522889,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Sphaerotilus,Sphaerotilus montanus,0,0,0,88,0,0
2211325,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,,,0,0,0,0,0,88
2789776,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola,Actinomarinicola tropica,87,0,0,0,0,0
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,87,0,0,0,0,0
365346,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina,Paenisporosarcina quisquiliarum,31,0,0,8,0,48
157920,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,,87,0,0,0,0,0
688867,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia,Ohtaekwangia koreensis,35,0,0,0,0,52
2040,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,,0,87,0,0,0,0
1385,Bacteria,Bacillota,Bacilli,Bacillales,,,,0,0,0,0,0,87
31993,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,,,0,0,0,0,0,87
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,86,0,0,0,0,0
1839,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,,86,0,0,0,0,0
588673,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,,,,86,0,0,0,0,0
1866885,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,86,0,0,0,0,0
2057,Bacteria,Thermomicrobiota,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter,Sphaerobacter thermophilus,86,0,0,0,0,0
51670,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium facile,26,19,0,0,0,41
1379270,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas phototrophica,0,86,0,0,0,0
1663,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,,0,86,0,0,0,0
563835,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,,,0,86,0,0,0,0
537011,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,0,0,0,86,0,0
57001,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Amaricoccus,Amaricoccus macauensis,85,0,0,0,0,0
1231,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Nitrosospira multiformis,23,0,0,5,0,57
525924,Bacteria,Myxococcota,,Polyangiales,Phaselicystidaceae,Phaselicystis,Phaselicystis flava,46,0,0,0,0,39
290306,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus koreensis,85,0,0,0,0,0
49279,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,,0,85,0,0,0,0
480070,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,Rhizomicrobium electricum,0,85,0,0,0,0
402734,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium terrigena,0,0,0,85,0,0
44249,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,84,0,0,0,0,0
552810,Bacteria,Chloroflexota,Dehalococcoidia,,,Dehalogenimonas,Dehalogenimonas lykanthroporepellens,84,0,0,0,0,0
2527970,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Blastopirellula,Blastopirellula retiformator,68,0,0,0,0,16
28105,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,,84,0,0,0,0,0
1313171,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter nonamiensis,69,15,0,0,0,0
207599,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,,84,0,0,0,0,0
1866885,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,0,84,0,0,0,0
1806536,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas turukhanskensis,0,0,0,84,0,0
1191460,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter venetianus,0,0,0,84,0,0
708131,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Aurantimicrobium,Aurantimicrobium minutum,0,0,0,84,0,0
338969,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax ferrireducens,0,0,0,84,0,0
1229656,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Acidibacter,Acidibacter ferrireducens,0,0,0,0,0,84
379,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,,0,0,0,0,0,84
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,0,0,0,0,0,84
2057,Bacteria,Thermomicrobiota,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter,Sphaerobacter thermophilus,83,0,0,0,0,0
53400,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium hollandicum,83,0,0,0,0,0
186817,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,,,59,0,0,3,0,21
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,83,0,0,0,0,0
81,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,,83,0,0,0,0,0
1116389,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia insulae,0,83,0,0,0,0
332657,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas aquatica,0,0,0,83,0,0
2004,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,,,0,0,0,0,0,83
552810,Bacteria,Chloroflexota,Dehalococcoidia,,,Dehalogenimonas,Dehalogenimonas lykanthroporepellens,82,0,0,0,0,0
2057,Bacteria,Thermomicrobiota,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter,Sphaerobacter thermophilus,82,0,0,0,0,0
45677,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Azohydromonas,Azohydromonas lata,33,0,0,0,0,49
1331058,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter fluminis,34,0,0,7,0,41
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,82,0,0,0,0,0
616952,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Kaistiaceae,Bauldia,Bauldia consociata,44,0,0,0,0,38
1002870,Bacteria,Actinomycetota,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,Gaiella occulta,28,0,0,0,0,54
946333,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Piscinibacter,Piscinibacter gummiphilus,0,49,0,33,0,0
169056,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,Nordella,Nordella oligomobilis,0,12,0,2,0,68
2169409,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium laiguense,0,43,0,0,0,39
1298596,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter faecis,0,0,0,82,0,0
556054,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter difficilis,0,0,0,82,0,0
1435465,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Fluviicoccus,Fluviicoccus keumensis,0,0,0,82,0,0
592361,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas peli,0,0,0,82,0,0
1293045,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans planktonicus,0,0,0,82,0,0
2026,Bacteria,Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,Thermoactinomyces vulgaris,0,0,0,0,0,82
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,0,0,0,0,0,82
504797,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Actinopolymorphaceae,Actinopolymorpha,Actinopolymorpha cephalotaxi,81,0,0,0,0,0
1639882,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,Longimicrobium,Longimicrobium terrae,81,0,0,0,0,0
1909734,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Oceanibaculaceae,Oceanibaculum,Oceanibaculum nanhaiense,21,0,0,0,0,60
1168082,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Lacibacterium,Lacibacterium aquatile,26,0,0,0,0,55
577469,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Demequinaceae,Demequina,,14,43,0,0,0,24
81,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,,81,0,0,0,0,0
68287,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,0,81,0,0,0,0
431058,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles,Pelomonas aquatica,0,0,46,4,31,0
65553,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Sulfurospirillum deleyianum,0,0,0,81,0,0
1648146,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium buctense,0,0,0,81,0,0
467976,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,Iamia majanohamensis,0,0,0,0,0,81
1002870,Bacteria,Actinomycetota,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,Gaiella occulta,0,0,0,0,0,81
20,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,,0,0,0,0,0,81
1217799,Bacteria,Chloroflexota,Dehalococcoidia,,,Dehalogenimonas,Dehalogenimonas alkenigignens,0,0,0,0,0,81
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,0,0,0,0,0,81
29407,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodoplanes,,0,0,0,0,0,81
1082276,Bacteria,Bacillota,,,,Hydrogenispora,Hydrogenispora ethanolica,80,0,0,0,0,0
1331058,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter fluminis,80,0,0,0,0,0
886293,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Singulisphaera,Singulisphaera acidiphila,80,0,0,0,0,0
28216,Bacteria,Pseudomonadota,Betaproteobacteria,,,,,15,0,0,0,0,65
1404360,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter phytolaccae,42,0,0,0,0,38
331696,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Pseudolabrys,Pseudolabrys taiwanensis,0,80,0,0,0,0
356,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,,0,80,0,0,0,0
468056,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium fluvii,0,0,0,80,0,0
1435465,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Fluviicoccus,Fluviicoccus keumensis,0,0,0,80,0,0
2603856,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Lacisediminimonas,Lacisediminimonas profundi,0,0,0,80,0,0
228899,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus asahii,0,0,0,0,0,80
43676,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Promicromonospora,,79,0,0,0,0,0
886293,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Singulisphaera,Singulisphaera acidiphila,79,0,0,0,0,0
1400387,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Bythopirellula,Bythopirellula goksoeyrii,79,0,0,0,0,0
1873,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,,30,14,0,0,0,35
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,30,0,0,0,0,49
29409,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodoplanes,Rhodoplanes roseus,79,0,0,0,0,0
2057,Bacteria,Thermomicrobiota,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter,Sphaerobacter thermophilus,0,79,0,0,0,0
1866885,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,0,79,0,0,0,0
1116389,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia insulae,0,45,0,0,0,34
334736,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina soli,0,53,0,19,0,7
56698,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Sulfurospirillum arsenophilum,0,0,0,79,0,0
529884,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rhodoluna,Rhodoluna lacicola,0,0,0,79,0,0
821,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,0,0,0,79,0,0
676205,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Yinghuangia,Yinghuangia aomiensis,0,0,0,79,0,0
2800681,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Aurantiacibacter,,78,0,0,0,0,0
1927124,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium aquaticum,78,0,0,0,0,0
663610,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylocapsa,Methylocapsa aurea,78,0,0,0,0,0
1447782,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Wenxinia,Wenxinia saemankumensis,78,0,0,0,0,0
59282,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Blastochloridaceae,Blastochloris,,78,0,0,0,0,0
490573,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter ginsenosidimutans,78,0,0,0,0,0
1294026,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Aciditerrimonas,Aciditerrimonas ferrireducens,78,0,0,0,0,0
2789776,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola,Actinomarinicola tropica,78,0,0,0,0,0
561088,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aquamicrobium,Aquamicrobium aerolatum,0,78,0,0,0,0
133,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis,,0,78,0,0,0,0
2062,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,,,0,78,0,0,0,0
1837743,Bacteria,Actinomycetota,Actinomycetes,Sporichthyales,Sporichthyaceae,Longivirga,Longivirga aurantiaca,0,0,0,78,0,0
73029,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,,0,0,0,78,0,0
82802,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,,0,0,0,78,0,0
338969,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax ferrireducens,0,0,0,78,0,0
28065,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,,0,0,0,78,0,0
1819600,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura adrarensis,0,0,0,0,0,78
49,Bacteria,Myxococcota,,Polyangiales,Polyangiaceae,,,0,0,0,0,0,78
28056,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,,,0,0,0,0,0,78
530564,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula staleyi,77,0,0,0,0,0
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,77,0,0,0,0,0
1855912,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,Luteitalea pratensis,77,0,0,0,0,0
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,77,0,0,0,0,0
433641,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Pseudolysinimonas,Pseudolysinimonas kribbensis,77,0,0,0,0,0
